page,signal_id,family,signal,status,evidence
/blog/cui-se-adreseaza-agent-ready-b2b/,OP106,schema_org,DefinedTermSet schema,PASS,1 JSON-LD block(s)
/blog/cui-se-adreseaza-agent-ready-b2b/,OP107,schema_org,BlogPosting schema,PASS,1 JSON-LD block(s)
/blog/cui-se-adreseaza-agent-ready-b2b/,OP108,schema_org,Article dates,PASS,1 JSON-LD block(s)
/blog/cui-se-adreseaza-agent-ready-b2b/,OP109,schema_org,ImageObject,PASS,1 JSON-LD block(s)
/blog/cui-se-adreseaza-agent-ready-b2b/,OP110,schema_org,inLanguage,PASS,lang=ro
/blog/cui-se-adreseaza-agent-ready-b2b/,OP111,schema_org,Stable @id,PASS,1 JSON-LD block(s)
/blog/cui-se-adreseaza-agent-ready-b2b/,OP112,schema_org,Cross-page @id consistency,PASS,1 JSON-LD block(s)
/blog/cui-se-adreseaza-agent-ready-b2b/,OP113,schema_org,Visible-schema parity,PASS,1 JSON-LD block(s)
/blog/cui-se-adreseaza-agent-ready-b2b/,OP114,schema_org,No fake ratings,PASS,1 JSON-LD block(s)
/blog/cui-se-adreseaza-agent-ready-b2b/,OP115,schema_org,No invented schema types,PASS,1 JSON-LD block(s)
/blog/cui-se-adreseaza-agent-ready-b2b/,OP116,schema_org,No unsupported claims in schema,PASS,1 JSON-LD block(s)
/blog/cui-se-adreseaza-agent-ready-b2b/,OP117,geo_ere,Primary entity ID,PARTIAL,present in page; semantic quality requires review
/blog/cui-se-adreseaza-agent-ready-b2b/,OP118,geo_ere,Provider relationship,PARTIAL,present in page; semantic quality requires review
/blog/cui-se-adreseaza-agent-ready-b2b/,OP119,geo_ere,Provider inverse,PARTIAL,present in page; semantic quality requires review
/blog/cui-se-adreseaza-agent-ready-b2b/,OP120,geo_ere,Service-offer relation,PARTIAL,present in page; semantic quality requires review
/blog/cui-se-adreseaza-agent-ready-b2b/,OP121,geo_ere,Service-SOC relation,PARTIAL,present in page; semantic quality requires review
/blog/cui-se-adreseaza-agent-ready-b2b/,OP122,geo_ere,SOC-RRVI relation,PARTIAL,present in page; semantic quality requires review
/blog/cui-se-adreseaza-agent-ready-b2b/,OP123,geo_ere,Service-audience relation,PARTIAL,present in page; semantic quality requires review
/blog/cui-se-adreseaza-agent-ready-b2b/,OP124,geo_ere,Service-jurisdiction relation,PARTIAL,present in page; semantic quality requires review
/blog/cui-se-adreseaza-agent-ready-b2b/,OP125,geo_ere,Jurisdiction-regulation relation,PARTIAL,present in page; semantic quality requires review
/blog/cui-se-adreseaza-agent-ready-b2b/,OP126,geo_ere,Service-autonomy relation,PARTIAL,present in page; semantic quality requires review
/blog/cui-se-adreseaza-agent-ready-b2b/,OP127,geo_ere,Action-autonomy relation,PARTIAL,present in page; semantic quality requires review
/blog/cui-se-adreseaza-agent-ready-b2b/,OP128,geo_ere,Request-service relation,PARTIAL,present in page; semantic quality requires review
/blog/cui-se-adreseaza-agent-ready-b2b/,OP129,geo_ere,Request-quote relation,PARTIAL,present in page; semantic quality requires review
/blog/cui-se-adreseaza-agent-ready-b2b/,OP130,geo_ere,Quote-order relation,PARTIAL,present in page; semantic quality requires review
/blog/cui-se-adreseaza-agent-ready-b2b/,OP131,geo_ere,Order-delivery relation,PARTIAL,present in page; semantic quality requires review
/blog/cui-se-adreseaza-agent-ready-b2b/,OP132,geo_ere,Action-evidence relation,PARTIAL,present in page; semantic quality requires review
/blog/cui-se-adreseaza-agent-ready-b2b/,OP133,geo_ere,Cardinality available,PARTIAL,present in page; semantic quality requires review
/blog/cui-se-adreseaza-agent-ready-b2b/,OP134,geo_ere,Inverse relationships,PARTIAL,present in page; semantic quality requires review
/blog/cui-se-adreseaza-agent-ready-b2b/,OP135,geo_ere,Cross-source entity match,PARTIAL,present in page; semantic quality requires review
/blog/cui-se-adreseaza-agent-ready-b2b/,OP136,geo_ere,ERE reconstruction,PARTIAL,present in page; semantic quality requires review
/blog/cui-se-adreseaza-agent-ready-b2b/,OP137,aio_ai_readability,AI readable summary,PARTIAL,present in page; semantic quality requires review
/blog/cui-se-adreseaza-agent-ready-b2b/,OP138,aio_ai_readability,Canonical definition,PARTIAL,present in page; semantic quality requires review
/blog/cui-se-adreseaza-agent-ready-b2b/,OP139,aio_ai_readability,Context completeness,PARTIAL,present in page; semantic quality requires review
/blog/cui-se-adreseaza-agent-ready-b2b/,OP140,aio_ai_readability,Entity disambiguation,PARTIAL,present in page; semantic quality requires review
/blog/cui-se-adreseaza-agent-ready-b2b/,OP141,aio_ai_readability,Claim attribution,PARTIAL,present in page; semantic quality requires review
/blog/cui-se-adreseaza-agent-ready-b2b/,OP142,aio_ai_readability,Claim evidence link,PARTIAL,present in page; semantic quality requires review
/blog/cui-se-adreseaza-agent-ready-b2b/,OP143,aio_ai_readability,Citation-ready sentence,PARTIAL,present in page; semantic quality requires review
/blog/cui-se-adreseaza-agent-ready-b2b/,OP144,aio_ai_readability,Comparison-ready fields,PARTIAL,present in page; semantic quality requires review
/blog/cui-se-adreseaza-agent-ready-b2b/,OP145,aio_ai_readability,Decision-ready fields,PARTIAL,present in page; semantic quality requires review
/blog/cui-se-adreseaza-agent-ready-b2b/,OP146,aio_ai_readability,Action boundary clarity,PARTIAL,present in page; semantic quality requires review
/blog/cui-se-adreseaza-agent-ready-b2b/,OP147,aio_ai_readability,Escalation clarity,PARTIAL,present in page; semantic quality requires review
/blog/cui-se-adreseaza-agent-ready-b2b/,OP148,aio_ai_readability,Machine-readable mirror,PARTIAL,present in page; semantic quality requires review
/blog/cui-se-adreseaza-agent-ready-b2b/,OP149,aio_ai_readability,Cross-source consistency,PARTIAL,present in page; semantic quality requires review
/blog/cui-se-adreseaza-agent-ready-b2b/,OP150,aio_ai_readability,No ambiguous pronouns in key facts,PARTIAL,present in page; semantic quality requires review
/blog/cui-se-adreseaza-agent-ready-b2b/,OP151,aio_ai_readability,No hidden critical facts,PARTIAL,present in page; semantic quality requires review
/blog/cui-se-adreseaza-agent-ready-b2b/,OP152,aio_ai_readability,AI summary fidelity,PARTIAL,present in page; semantic quality requires review
/blog/cui-se-adreseaza-agent-ready-b2b/,OP153,internal_linking,Parent hub link,PARTIAL,present in page; semantic quality requires review
/blog/cui-se-adreseaza-agent-ready-b2b/,OP154,internal_linking,Child page links,PARTIAL,present in page; semantic quality requires review
/blog/cui-se-adreseaza-agent-ready-b2b/,OP155,internal_linking,Sibling contextual links,PARTIAL,present in page; semantic quality requires review
/blog/cui-se-adreseaza-agent-ready-b2b/,OP156,internal_linking,Canonical anchor text,PARTIAL,present in page; semantic quality requires review
/blog/cui-se-adreseaza-agent-ready-b2b/,OP157,internal_linking,No generic click-here dominance,PARTIAL,present in page; semantic quality requires review
/blog/cui-se-adreseaza-agent-ready-b2b/,OP158,internal_linking,No broken internal links,PASS,49 internal links
/blog/cui-se-adreseaza-agent-ready-b2b/,OP159,internal_linking,No orphan page,PARTIAL,present in page; semantic quality requires review
/blog/cui-se-adreseaza-agent-ready-b2b/,OP160,internal_linking,Breadcrumb link integrity,PASS,breadcrumb
/blog/cui-se-adreseaza-agent-ready-b2b/,OP161,internal_linking,Footer link integrity,PARTIAL,present in page; semantic quality requires review
/blog/cui-se-adreseaza-agent-ready-b2b/,OP162,internal_linking,Related content block,PARTIAL,present in page; semantic quality requires review
/blog/cui-se-adreseaza-agent-ready-b2b/,OP163,internal_linking,Intent cross-links,PARTIAL,present in page; semantic quality requires review
/blog/cui-se-adreseaza-agent-ready-b2b/,OP164,internal_linking,Product-service separation,PARTIAL,present in page; semantic quality requires review
/blog/cui-se-adreseaza-agent-ready-b2b/,OP165,internal_linking,Innovation proof links,PARTIAL,present in page; semantic quality requires review
/blog/cui-se-adreseaza-agent-ready-b2b/,OP166,internal_linking,Contact CTA integrity,PASS,CTA language
/blog/cui-se-adreseaza-agent-ready-b2b/,OP167,internal_linking,No excessive internal redirects,PARTIAL,present in page; semantic quality requires review
/blog/cui-se-adreseaza-agent-ready-b2b/,OP168,trust_evidence,Legal entity visible,PASS,trust/evidence cues
/blog/cui-se-adreseaza-agent-ready-b2b/,OP169,trust_evidence,Contact visible,PASS,contact
/blog/cui-se-adreseaza-agent-ready-b2b/,OP170,trust_evidence,Author/publisher visible,PASS,trust/evidence cues
/blog/cui-se-adreseaza-agent-ready-b2b/,OP171,trust_evidence,Date published visible,PASS,trust/evidence cues
/blog/cui-se-adreseaza-agent-ready-b2b/,OP172,trust_evidence,Date modified visible,PASS,trust/evidence cues
/blog/cui-se-adreseaza-agent-ready-b2b/,OP173,trust_evidence,Claim source visible,PASS,trust/evidence cues
/blog/cui-se-adreseaza-agent-ready-b2b/,OP174,trust_evidence,Proof link visible,PASS,trust/evidence cues
/blog/cui-se-adreseaza-agent-ready-b2b/,OP175,trust_evidence,Document ID visible,PASS,trust/evidence cues
/blog/cui-se-adreseaza-agent-ready-b2b/,OP176,trust_evidence,Version visible,PASS,trust/evidence cues
/blog/cui-se-adreseaza-agent-ready-b2b/,OP177,trust_evidence,SHA only if real,PASS,trust/evidence cues
/blog/cui-se-adreseaza-agent-ready-b2b/,OP178,trust_evidence,OTS only if real,PASS,trust/evidence cues
/blog/cui-se-adreseaza-agent-ready-b2b/,OP179,trust_evidence,OTS status explicit,PASS,trust/evidence cues
/blog/cui-se-adreseaza-agent-ready-b2b/,OP180,trust_evidence,No invented bitcoin block,PASS,trust/evidence cues
/blog/cui-se-adreseaza-agent-ready-b2b/,OP181,trust_evidence,Claim != Proof disclosure,PASS,trust/evidence cues
/blog/cui-se-adreseaza-agent-ready-b2b/,OP182,trust_evidence,Evidence relation,PASS,trust/evidence cues
/blog/cui-se-adreseaza-agent-ready-b2b/,OP183,trust_evidence,RRVI decision visibility,PASS,trust/evidence cues
/blog/cui-se-adreseaza-agent-ready-b2b/,OP184,trust_evidence,Human review disclosure,PASS,trust/evidence cues
/blog/cui-se-adreseaza-agent-ready-b2b/,OP185,trust_evidence,No false compliance guarantee,PASS,trust/evidence cues
/blog/cui-se-adreseaza-agent-ready-b2b/,OP186,trust_evidence,No false certification,PASS,trust/evidence cues
/blog/cui-se-adreseaza-agent-ready-b2b/,OP187,trust_evidence,Trust consistency,PASS,trust/evidence cues
/blog/cui-se-adreseaza-agent-ready-b2b/,OP188,agent_ready_governance,SOC reference,PASS,agent/governance cues
/blog/cui-se-adreseaza-agent-ready-b2b/,OP189,agent_ready_governance,Max autonomy,PASS,agent/governance cues
/blog/cui-se-adreseaza-agent-ready-b2b/,OP190,agent_ready_governance,Allowed actions,PASS,agent/governance cues
/blog/cui-se-adreseaza-agent-ready-b2b/,OP191,agent_ready_governance,Forbidden actions,PASS,agent/governance cues
/blog/cui-se-adreseaza-agent-ready-b2b/,OP192,agent_ready_governance,Eligibility rules,PASS,agent/governance cues
/blog/cui-se-adreseaza-agent-ready-b2b/,OP193,agent_ready_governance,Ineligibility rules,PASS,agent/governance cues
/blog/cui-se-adreseaza-agent-ready-b2b/,OP194,agent_ready_governance,Jurisdiction gate,PASS,agent/governance cues
/blog/cui-se-adreseaza-agent-ready-b2b/,OP195,agent_ready_governance,Regulation gate,PASS,agent/governance cues
/blog/cui-se-adreseaza-agent-ready-b2b/,OP196,agent_ready_governance,Financial threshold,PASS,agent/governance cues
/blog/cui-se-adreseaza-agent-ready-b2b/,OP197,agent_ready_governance,Human approval,PASS,agent/governance cues
/blog/cui-se-adreseaza-agent-ready-b2b/,OP198,agent_ready_governance,RRVI publish gate,PASS,agent/governance cues
/blog/cui-se-adreseaza-agent-ready-b2b/,OP199,agent_ready_governance,RRVI runtime gate,PASS,agent/governance cues
/blog/cui-se-adreseaza-agent-ready-b2b/,OP200,agent_ready_governance,allow outcome,PASS,agent/governance cues
/blog/cui-se-adreseaza-agent-ready-b2b/,OP201,agent_ready_governance,allow_with_conditions outcome,PASS,agent/governance cues
/blog/cui-se-adreseaza-agent-ready-b2b/,OP202,agent_ready_governance,human_review_required outcome,PASS,agent/governance cues
/blog/cui-se-adreseaza-agent-ready-b2b/,OP203,agent_ready_governance,block outcome,PASS,agent/governance cues
/blog/cui-se-adreseaza-agent-ready-b2b/,OP204,agent_ready_governance,No rule no autonomy,PASS,agent/governance cues
/blog/cui-se-adreseaza-agent-ready-b2b/,OP205,agent_ready_governance,No jurisdiction no sensitive action,PASS,agent/governance cues
/blog/cui-se-adreseaza-agent-ready-b2b/,OP206,agent_ready_governance,No approval no commitment,PASS,agent/governance cues
/blog/cui-se-adreseaza-agent-ready-b2b/,OP207,agent_ready_governance,No evidence no proof,PASS,agent/governance cues
/blog/cui-se-adreseaza-agent-ready-b2b/,OP208,media_accessibility,Image alt,NA,no images
/blog/cui-se-adreseaza-agent-ready-b2b/,OP209,media_accessibility,Decorative image handling,PARTIAL,present in page; semantic quality requires review
/blog/cui-se-adreseaza-agent-ready-b2b/,OP210,media_accessibility,Image width/height,PARTIAL,present in page; semantic quality requires review
/blog/cui-se-adreseaza-agent-ready-b2b/,OP211,media_accessibility,Modern image format,PARTIAL,present in page; semantic quality requires review
/blog/cui-se-adreseaza-agent-ready-b2b/,OP212,media_accessibility,Lazy loading non-critical,NA,no images
/blog/cui-se-adreseaza-agent-ready-b2b/,OP213,media_accessibility,Hero image priority,PARTIAL,present in page; semantic quality requires review
/blog/cui-se-adreseaza-agent-ready-b2b/,OP214,media_accessibility,Readable contrast,PARTIAL,present in page; semantic quality requires review
/blog/cui-se-adreseaza-agent-ready-b2b/,OP215,media_accessibility,Keyboard navigation,PARTIAL,present in page; semantic quality requires review
/blog/cui-se-adreseaza-agent-ready-b2b/,OP216,media_accessibility,Semantic buttons,PARTIAL,present in page; semantic quality requires review
/blog/cui-se-adreseaza-agent-ready-b2b/,OP217,media_accessibility,Form labels,PARTIAL,present in page; semantic quality requires review
/blog/cui-se-adreseaza-agent-ready-b2b/,OP218,media_accessibility,Error messages,PARTIAL,present in page; semantic quality requires review
/blog/cui-se-adreseaza-agent-ready-b2b/,OP219,media_accessibility,ARIA correctness,PARTIAL,present in page; semantic quality requires review
/blog/cui-se-adreseaza-agent-ready-b2b/,OP220,media_accessibility,Mobile content parity,PARTIAL,present in page; semantic quality requires review
/blog/cui-se-adreseaza-agent-ready-b2b/,OP221,media_accessibility,No text only in image,PARTIAL,present in page; semantic quality requires review
/blog/cui-se-adreseaza-agent-ready-b2b/,OP222,media_accessibility,No blocking popup,PARTIAL,present in page; semantic quality requires review
/blog/cui-se-adreseaza-agent-ready-b2b/,OP223,performance_rendering,Critical content server/render available,NA,requires deployed runtime/browser measurement
/blog/cui-se-adreseaza-agent-ready-b2b/,OP224,performance_rendering,No JS-only canonical text,NA,requires deployed runtime/browser measurement
/blog/cui-se-adreseaza-agent-ready-b2b/,OP225,performance_rendering,Crawlable href links,NA,requires deployed runtime/browser measurement
/blog/cui-se-adreseaza-agent-ready-b2b/,OP226,performance_rendering,LCP hygiene,NA,requires deployed runtime/browser measurement
/blog/cui-se-adreseaza-agent-ready-b2b/,OP227,performance_rendering,CLS hygiene,NA,requires deployed runtime/browser measurement
/blog/cui-se-adreseaza-agent-ready-b2b/,OP228,performance_rendering,INP hygiene,NA,requires deployed runtime/browser measurement
/blog/cui-se-adreseaza-agent-ready-b2b/,OP229,performance_rendering,CSS blocking control,NA,requires deployed runtime/browser measurement
/blog/cui-se-adreseaza-agent-ready-b2b/,OP230,performance_rendering,JS bloat control,NA,requires deployed runtime/browser measurement
/blog/cui-se-adreseaza-agent-ready-b2b/,OP231,performance_rendering,Font loading hygiene,NA,requires deployed runtime/browser measurement
/blog/cui-se-adreseaza-agent-ready-b2b/,OP232,performance_rendering,Image optimization,NA,requires deployed runtime/browser measurement
/blog/cui-se-adreseaza-agent-ready-b2b/,OP233,performance_rendering,No huge DOM,NA,requires deployed runtime/browser measurement
/blog/cui-se-adreseaza-agent-ready-b2b/,OP234,performance_rendering,No hidden duplicate content,NA,requires deployed runtime/browser measurement
/blog/cui-se-adreseaza-agent-ready-b2b/,OP235,performance_rendering,Rendered/body parity,NA,requires deployed runtime/browser measurement
/blog/cui-se-adreseaza-agent-ready-b2b/,OP236,performance_rendering,Mobile performance parity,NA,requires deployed runtime/browser measurement
/blog/cui-se-adreseaza-agent-ready-b2b/,OP237,performance_rendering,No layout dependency for semantics,NA,requires deployed runtime/browser measurement
